# chrom	start	end	chrom	start	end	Adipocytes	Endothelium	Heart-Cardio	Oligodend	Neuron	Liver-Hep	Pancreas-Duct	Pancreas-Acinar	Pancreas-Delta	Pancreas-Beta	Pancreas-Alpha	Kidney-Ep	Thyroid-Ep	Fallopian-Ep	Ovary+Endom-Ep	Eryth-prog	Blood-T	Blood-NK	Blood-Mono+Macro	Blood-Granul	Blood-B	Head-Neck-Ep	Lung-Ep-Bron	Prostate-Ep	Bladder-Ep	Breast-Luminal-Ep	Breast-Basal-Ep	Lung-Ep-Alveo	Gastric-Ep	Colon-Ep	Small-Int-Ep
chr19	34617829	34618111	chr19	34617829	34618110	0.9	0.93	0.92	0.94	0.88	0.96	0.96	0.93	0.92	0.95	0.95	0.9	0.95	0.95	0.94	0.67	0.91	0.89	0.93	0.93	0.91	0.87	0.9	0.92	0.93	0.86	0.29	0.92	0.95	0.93	0.91
chr19	34692272	34692526	chr19	34692272	34692525	0.97	0.97	0.98	0.99	0.98	0.99	0.99	0.96	0.99	0.92	0.97	0.98	0.98	0.99	0.98	0.9	0.98	0.95	0.91	0.92	0.25	0.98	0.98	0.98	0.99	0.99	0.99	0.98	0.98	0.99	0.99
chr19	34755743	34755831	chr19	34755743	34755830	0.6	0.67	0.85	0.88	0.79	0.98	0.95	0.63	0.97	0.94	0.98	0.77	0.97	0.96	0.88	0.92	0.96	0.97	0.97	0.97	0.98	0.81	0.93	0.65	0.97	0.34	0.57	0.89	0.96	0.87	0.97
chr19	34791275	34792398	chr19	34791275	34792397	0.93	0.94	0.97	0.97	0.96	0.98	0.98	0.95	0.96	0.91	0.94	0.95	0.98	0.97	0.97	0.88	0.97	0.97	0.97	0.97	0.98	0.95	0.95	0.94	0.97	0.98	0.96	0.96	0.96	0.16	0.62
chr19	34841508	34841588	chr19	34841508	34841587	0.97	0.99	1.0	0.99	0.99	0.99	1.0	0.99	0.98	0.98	1.0	0.97	1.0	1.0	1.0	0.89	0.03	0.22	0.93	1.0	0.9	0.99	1.0	0.98	0.99	1.0	1.0	0.99	0.99	0.98	0.98
chr19	34933439	34933588	chr19	34933439	34933587	0.96	0.97	0.98	0.98	0.99	0.99	0.96	0.96	0.96	0.98	0.97	0.99	0.98	0.99	0.99	0.93	0.99	0.98	0.98	0.98	0.98	0.91	0.92	0.96	0.97	0.99	0.97	0.93	0.09	0.9	0.9
chr19	35373296	35373636	chr19	35373296	35373635	0.88	0.87	0.9	0.89	0.89	0.82	0.87	0.86	0.83	0.81	0.78	0.88	0.88	0.91	0.85	0.68	0.87	0.88	0.89	0.86	0.87	0.88	0.88	0.28	0.32	0.88	0.87	0.85	0.87	0.87	0.9
chr19	35814452	35814908	chr19	35814452	35814907	0.87	0.87	0.89	0.86	0.9	0.89	0.88	0.85	0.88	0.88	0.9	0.89	0.92	0.9	0.85	0.63	0.87	0.86	0.77	0.79	0.28	0.85	0.86	0.88	0.9	0.88	0.92	0.88	0.87	0.77	0.81
chr19	35938545	35938770	chr19	35938545	35938769	0.78	0.97	0.97	0.97	0.98	0.95	0.99	0.95	0.98	0.98	0.98	0.93	0.93	0.83	0.95	0.65	0.98	0.99	0.3	0.53	0.97	0.87	0.96	0.96	0.91	0.97	0.74	0.97	0.98	0.71	0.81
chr19	36608144	36608295	chr19	36608144	36608294	0.91	0.88	0.97	0.06	0.92	0.96	0.95	0.94	0.97	0.95	0.94	0.95	0.95	0.91	0.93	0.82	0.97	0.97	0.97	0.97	0.97	0.8	0.93	0.75	0.97	0.11	0.52	0.96	0.95	0.94	0.97
chr19	38442392	38442515	chr19	38442392	38442514	0.93	0.96	0.98	0.99	0.97	0.99	0.97	0.98	0.98	0.98	0.96	0.82	0.96	0.98	0.97	0.62	0.96	0.98	0.85	0.97	0.24	0.98	0.97	0.98	0.99	0.84	0.92	0.96	0.87	0.98	0.98
chr19	38443592	38443789	chr19	38443592	38443788	0.97	0.98	0.99	0.98	0.98	0.84	0.98	0.99	0.98	0.95	0.98	0.18	0.93	0.99	0.83	0.75	0.99	0.99	0.99	0.99	0.98	0.92	0.94	0.99	0.98	0.99	0.95	0.97	0.98	0.97	0.98
chr19	38469341	38469927	chr19	38469341	38469926	0.96	0.94	0.97	0.96	0.97	0.97	0.96	0.95	0.97	0.96	0.97	0.95	0.93	0.97	0.96	0.7	0.96	0.95	0.93	0.97	0.22	0.9	0.77	0.94	0.94	0.97	0.92	0.96	0.97	0.96	0.98
chr19	38540407	38540518	chr19	38540407	38540517	0.97	0.95	0.95	0.97	0.99	0.99	0.98	0.99	0.98	0.98	0.93	0.98	0.93	0.98	0.99	0.74	0.99	0.99	0.92	0.94	0.12	0.98	0.97	0.99	0.98	0.99	0.98	0.96	0.98	0.98	0.99
chr19	38604470	38604851	chr19	38604470	38604850	0.91	0.94	0.94	0.95	0.79	0.95	0.92	0.92	0.87	0.46	0.26	0.93	0.94	0.95	0.95	0.57	0.93	0.92	0.94	0.92	0.94	0.92	0.91	0.92	0.96	0.93	0.93	0.94	0.94	0.93	0.94
chr19	38613462	38613753	chr19	38613462	38613752	0.96	0.98	0.97	0.98	0.79	0.99	0.99	0.96	0.58	0.37	0.04	0.99	0.99	0.99	0.99	0.26	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.98	0.99	0.99	0.99	0.98	0.98	0.99
chr19	38631207	38631393	chr19	38631207	38631392	0.93	0.96	0.97	0.85	0.89	0.97	0.95	0.96	0.91	0.93	0.91	0.91	0.95	0.94	0.96	0.75	0.92	0.95	0.97	0.97	0.97	0.94	0.92	0.93	0.97	0.87	0.38	0.88	0.96	0.96	0.97
chr19	38695129	38695461	chr19	38695129	38695460	0.97	0.96	0.89	0.96	0.94	0.96	0.95	0.91	0.56	0.66	0.21	0.96	0.92	0.91	0.92	0.72	0.94	0.96	0.97	0.96	0.96	0.92	0.94	0.94	0.96	0.96	0.97	0.95	0.91	0.95	0.97
chr19	39113527	39113685	chr19	39113527	39113684	0.65	0.86	0.79	0.95	0.94	0.87	0.83	0.89	0.76	0.81	0.8	0.9	0.89	0.89	0.94	0.84	0.95	0.95	0.74	0.28	0.94	0.84	0.83	0.9	0.9	0.91	0.83	0.83	0.9	0.94	0.93
chr19	39180343	39180417	chr19	39180343	39180416	0.99	0.99	0.98	1.0	0.99	0.99	0.99	1.0	0.98	0.98	0.95	0.08	0.99	0.97	0.53	1.0	0.99	0.99	0.99	1.0	1.0	0.99	0.99	0.99	0.99	1.0	0.99	0.99	0.99	0.99	0.96
chr19	39190657	39190829	chr19	39190657	39190828	0.46	0.3	0.56	0.97	0.71	0.94	0.95	0.97	0.97	0.97	0.97	0.77	0.94	0.96	0.95	0.94	0.97	0.95	0.94	0.95	0.9	0.92	0.85	0.86	0.89	0.95	0.56	0.88	0.94	0.94	0.91
chr19	39350307	39350342	chr19	39350307	39350341	0.81	0.86	0.77	0.94	0.96	0.98	0.99	0.97	0.92	0.96	0.97	0.82	0.98	0.72	0.98	0.78	0.96	0.98	0.98	0.98	0.97	0.97	0.94	0.97	0.92	0.98	0.95	0.92	0.98	0.92	0.08
chr19	39408537	39408623	chr19	39408537	39408622	0.86	0.8	0.89	0.94	0.93	0.96	0.94	0.73	0.92	0.94	0.93	0.91	0.95	0.95	0.9	0.87	0.96	0.97	0.95	0.94	0.96	0.86	0.89	0.94	0.91	0.94	0.88	0.92	0.94	0.76	0.25
chr19	39529369	39529595	chr19	39529369	39529594	0.96	0.96	0.98	0.98	0.98	0.95	0.96	0.93	0.96	0.97	0.94	0.39	0.95	0.96	0.96	0.73	0.97	0.97	0.97	0.97	0.97	0.97	0.96	0.98	0.98	0.92	0.96	0.96	0.97	0.95	0.98
chr19	39673525	39673720	chr19	39673525	39673719	0.97	0.97	0.97	0.99	0.98	0.97	0.97	0.84	0.93	0.96	0.96	0.98	0.98	0.96	0.95	0.81	0.96	0.96	0.97	0.97	0.97	0.97	0.96	0.98	0.98	0.99	0.97	0.94	0.21	0.96	0.97
chr19	39691012	39691058	chr19	39691012	39691057	0.96	0.96	1.0	0.97	0.98	0.98	1.0	0.11	1.0	0.99	0.98	0.99	1.0	1.0	0.99	0.85	1.0	1.0	0.99	0.98	1.0	0.98	0.97	0.99	0.98	1.0	1.0	1.0	1.0	0.99	1.0
chr19	39691204	39691581	chr19	39691204	39691580	0.93	0.92	0.97	0.96	0.95	0.94	0.96	0.22	0.97	0.96	0.96	0.88	0.92	0.92	0.95	0.76	0.94	0.94	0.95	0.96	0.94	0.91	0.92	0.95	0.96	0.97	0.97	0.94	0.97	0.89	0.91
chr19	39692864	39692936	chr19	39692864	39692935	0.92	0.94	0.98	0.96	0.98	0.97	0.99	0.12	0.97	0.97	0.97	0.98	0.99	0.99	0.93	0.78	0.94	0.96	0.96	0.98	0.95	0.97	0.98	0.99	0.99	0.97	0.99	0.99	0.98	0.85	0.91
chr19	39766778	39767161	chr19	39766778	39767160	0.9	0.93	0.96	0.97	0.98	0.97	0.96	0.89	0.96	0.96	0.98	0.96	0.96	0.93	0.94	0.61	0.96	0.99	0.97	0.97	0.97	0.16	0.68	0.94	0.95	0.96	0.97	0.96	0.96	0.92	0.96
chr19	39871235	39871722	chr19	39871235	39871721	0.93	0.97	0.97	0.97	0.96	0.98	0.98	0.98	0.97	0.96	0.97	0.97	0.97	0.98	0.98	0.93	0.98	0.98	0.98	0.99	0.98	0.91	0.91	0.96	0.98	0.95	0.32	0.97	0.97	0.98	0.97
chr19	39913646	39914303	chr19	39913646	39914302	0.95	0.95	0.94	0.98	0.94	0.99	0.99	0.93	0.96	0.94	0.95	0.98	0.99	0.98	0.98	0.85	0.98	0.98	0.99	0.98	0.99	0.89	0.98	0.95	0.99	0.67	0.29	0.98	0.98	0.93	0.94
chr19	39941770	39942275	chr19	39941770	39942274	0.97	0.97	0.98	0.98	0.97	0.42	0.98	0.95	0.96	0.97	0.96	0.95	0.98	0.98	0.97	0.92	0.98	0.98	0.98	0.98	0.97	0.98	0.98	0.98	0.99	0.98	0.97	0.98	0.96	0.98	0.98
chr19	39956364	39957253	chr19	39956364	39957252	0.95	0.96	0.95	0.96	0.96	0.97	0.95	0.94	0.94	0.94	0.95	0.97	0.96	0.94	0.97	0.87	0.97	0.98	0.98	0.97	0.97	0.94	0.96	0.96	0.97	0.93	0.32	0.96	0.96	0.97	0.96
chr19	40778297	40778684	chr19	40778297	40778683	0.97	0.98	0.98	0.68	0.31	0.99	0.98	0.94	0.97	0.98	0.98	0.99	0.98	0.98	0.99	0.83	0.99	0.99	0.99	0.99	0.99	0.97	0.99	0.98	0.99	0.98	0.94	0.99	0.98	0.99	0.99
chr19	40828735	40829766	chr19	40828735	40829765	0.95	0.96	0.9	0.95	0.95	0.97	0.96	0.95	0.95	0.95	0.95	0.97	0.97	0.96	0.96	0.87	0.97	0.98	0.97	0.97	0.97	0.88	0.94	0.9	0.95	0.35	0.57	0.97	0.96	0.96	0.97
chr19	40869709	40870176	chr19	40869709	40870175	0.9	0.98	0.98	0.98	0.71	0.98	0.98	0.97	0.97	0.96	0.97	0.99	0.98	0.99	0.97	0.72	0.97	0.93	0.27	0.85	0.97	0.95	0.97	0.98	0.97	0.99	0.98	0.97	0.97	0.98	0.99
chr19	41137189	41137368	chr19	41137189	41137367	0.86	0.88	0.89	0.87	0.93	0.84	0.86	0.76	0.84	0.89	0.84	0.91	0.95	0.84	0.72	0.74	0.94	0.94	0.93	0.95	0.95	0.35	0.68	0.88	0.89	0.87	0.88	0.84	0.89	0.89	0.88
chr19	41238915	41239115	chr19	41238915	41239114	0.98	0.93	0.97	0.99	0.99	0.96	0.98	0.97	0.99	0.96	0.94	0.98	1.0	0.98	0.97	0.75	0.98	0.97	0.96	0.08	1.0	0.98	0.94	0.98	0.98	1.0	0.93	0.96	0.95	0.98	0.99
chr19	41282371	41282679	chr19	41282371	41282678	0.94	0.93	0.95	0.92	0.94	0.96	0.93	0.92	0.94	0.92	0.94	0.95	0.96	0.93	0.93	0.81	0.95	0.95	0.94	0.94	0.84	0.92	0.88	0.93	0.95	0.86	0.24	0.94	0.91	0.94	0.93
chr19	41333346	41333487	chr19	41333346	41333486	0.96	0.97	0.95	0.13	0.94	0.98	0.96	0.92	0.94	0.97	0.96	0.98	0.99	0.97	0.98	0.63	0.98	0.94	0.97	0.94	0.97	0.98	0.98	0.97	0.98	0.98	0.98	0.98	0.98	0.98	0.98
chr19	41659760	41659991	chr19	41659760	41659990	0.97	0.98	0.98	0.99	0.99	0.97	0.98	0.93	0.95	0.96	0.94	0.85	0.99	0.99	0.99	0.74	0.97	0.99	0.99	0.99	0.98	0.97	0.33	0.99	0.99	0.99	0.99	0.99	0.99	0.99	0.99
chr19	41667027	41667644	chr19	41667027	41667643	0.92	0.93	0.95	0.91	0.95	0.93	0.91	0.84	0.88	0.86	0.86	0.95	0.91	0.96	0.96	0.76	0.95	0.96	0.96	0.97	0.95	0.95	0.95	0.96	0.94	0.94	0.95	0.93	0.14	0.97	0.96
chr19	41705666	41705863	chr19	41705666	41705862	0.85	0.95	0.97	0.97	0.97	0.91	0.95	0.74	0.88	0.86	0.81	0.91	0.97	0.97	0.99	0.72	0.95	0.94	0.97	0.99	0.97	0.95	0.34	0.97	0.99	0.96	0.97	0.83	0.98	0.98	0.96
chr19	41929990	41930371	chr19	41929990	41930370	0.91	0.93	0.93	0.93	0.94	0.96	0.92	0.94	0.92	0.89	0.94	0.89	0.96	0.9	0.91	0.76	0.94	0.95	0.94	0.88	0.95	0.88	0.88	0.91	0.95	0.91	0.84	0.71	0.92	0.78	0.29
chr19	41942139	41943103	chr19	41942139	41943102	0.95	0.97	0.96	0.97	0.97	0.98	0.97	0.87	0.94	0.95	0.91	0.95	0.97	0.97	0.98	0.81	0.97	0.98	0.97	0.97	0.97	0.96	0.95	0.97	0.97	0.98	0.97	0.96	0.96	0.89	0.31
chr19	42005719	42005973	chr19	42005719	42005972	0.59	0.31	0.96	0.95	0.96	0.84	0.95	0.83	0.9	0.93	0.87	0.98	0.94	0.97	0.99	0.8	0.96	0.99	0.97	0.98	0.98	0.96	0.97	0.96	0.99	0.99	0.96	0.94	0.96	0.97	0.99
chr19	42213575	42213814	chr19	42213575	42213813	0.91	0.91	0.88	0.88	0.95	0.83	0.91	0.74	0.89	0.85	0.85	0.92	0.94	0.91	0.89	0.66	0.91	0.93	0.93	0.94	0.91	0.89	0.9	0.87	0.85	0.94	0.89	0.92	0.9	0.15	0.69
chr19	42215589	42215914	chr19	42215589	42215913	0.83	0.81	0.81	0.81	0.78	0.68	0.87	0.66	0.8	0.83	0.8	0.84	0.86	0.85	0.79	0.6	0.83	0.87	0.88	0.91	0.87	0.8	0.85	0.74	0.87	0.68	0.75	0.89	0.81	0.2	0.62
chr19	42389160	42389352	chr19	42389160	42389351	0.81	0.89	0.95	0.93	0.93	0.95	0.83	0.75	0.89	0.9	0.94	0.92	0.96	0.89	0.93	0.8	0.27	0.58	0.88	0.92	0.84	0.91	0.94	0.93	0.94	0.9	0.78	0.88	0.8	0.9	0.94
chr19	42572125	42572463	chr19	42572125	42572462	0.67	0.76	0.87	0.84	0.32	0.74	0.79	0.71	0.71	0.89	0.84	0.72	0.78	0.8	0.79	0.62	0.88	0.87	0.88	0.86	0.88	0.8	0.82	0.87	0.77	0.89	0.91	0.77	0.74	0.84	0.79
chr19	42907629	42908130	chr19	42907629	42908129	0.87	0.98	0.98	0.95	0.93	0.98	0.98	0.97	0.98	0.99	0.99	0.98	0.99	0.98	0.98	0.82	0.98	0.98	0.98	0.99	0.98	0.94	0.44	0.97	0.97	0.99	0.97	0.94	0.98	0.99	0.97
chr19	42911472	42911641	chr19	42911472	42911640	0.87	0.99	0.97	0.95	0.99	0.99	0.99	0.97	0.97	0.98	0.99	0.99	0.99	1.0	0.99	0.2	0.99	0.99	0.99	0.99	1.0	0.98	0.97	0.98	0.99	0.99	0.99	0.97	0.89	0.98	0.9
chr19	42935081	42935212	chr19	42935081	42935211	0.96	0.95	0.97	0.97	0.98	0.97	0.97	0.95	0.96	0.96	0.96	0.97	0.94	0.97	0.95	0.67	0.94	0.94	0.96	0.97	0.84	0.8	0.25	0.98	0.97	0.98	0.99	0.91	0.97	0.96	0.96
chr19	42957383	42957844	chr19	42957383	42957843	0.91	0.89	0.86	0.96	0.97	0.96	0.97	0.91	0.97	0.97	0.97	0.48	0.34	0.8	0.7	0.69	0.89	0.95	0.93	0.13	0.84	0.84	0.95	0.92	0.92	0.96	0.98	0.94	0.96	0.94	0.96
chr19	43948783	43948972	chr19	43948783	43948971	0.93	0.94	0.87	0.95	0.96	0.91	0.92	0.82	0.93	0.93	0.92	0.92	0.92	0.95	0.95	0.19	0.95	0.95	0.95	0.95	0.94	0.95	0.93	0.95	0.93	0.96	0.97	0.87	0.84	0.96	0.96
chr19	45293499	45293653	chr19	45293499	45293652	0.42	0.79	0.79	0.7	0.84	0.94	0.81	0.58	0.9	0.72	0.91	0.89	0.94	0.93	0.9	0.58	0.91	0.88	0.72	0.93	0.82	0.81	0.92	0.91	0.93	0.95	0.93	0.92	0.91	0.91	0.84
chr19	45309503	45309698	chr19	45309503	45309697	0.84	0.93	0.96	0.87	0.87	0.95	0.96	0.94	0.96	0.96	0.95	0.85	0.93	0.91	0.95	0.7	0.87	0.89	0.95	0.96	0.93	0.63	0.23	0.84	0.85	0.92	0.92	0.95	0.88	0.93	0.84
chr19	45383230	45383387	chr19	45383230	45383386	0.48	0.25	0.85	0.88	0.94	0.95	0.89	0.93	0.86	0.89	0.92	0.89	0.8	0.87	0.96	0.66	0.89	0.87	0.91	0.92	0.86	0.91	0.91	0.9	0.93	0.95	0.89	0.76	0.87	0.96	0.95
chr19	45438563	45438754	chr19	45438563	45438753	0.98	0.98	0.99	0.98	0.99	0.21	0.99	0.97	0.98	0.92	0.96	0.97	0.92	0.95	0.96	0.8	0.96	0.94	0.97	0.98	0.97	0.98	0.98	0.98	0.98	0.98	0.99	0.89	0.98	0.98	0.98
chr19	45446079	45446265	chr19	45446079	45446264	0.94	0.95	0.96	0.96	0.85	0.1	0.98	0.95	0.98	0.98	0.94	0.97	0.97	0.98	0.98	0.84	0.98	0.98	0.98	0.99	0.98	0.95	0.95	0.98	0.98	0.97	0.86	0.96	0.97	0.98	0.98
chr19	45448905	45449100	chr19	45448905	45449099	0.95	0.93	0.93	0.94	0.96	0.13	0.93	0.75	0.69	0.83	0.82	0.94	0.96	0.95	0.95	0.67	0.91	0.84	0.93	0.95	0.96	0.93	0.93	0.96	0.96	0.98	0.97	0.93	0.89	0.95	0.88
chr19	45449519	45450011	chr19	45449519	45450010	0.94	0.94	0.95	0.93	0.96	0.25	0.96	0.89	0.91	0.92	0.93	0.96	0.95	0.95	0.96	0.75	0.93	0.93	0.93	0.96	0.94	0.91	0.93	0.96	0.95	0.96	0.97	0.93	0.94	0.94	0.92
chr19	45453796	45453899	chr19	45453796	45453898	0.96	0.96	0.94	0.91	0.96	0.13	0.98	0.91	0.92	0.9	0.94	0.97	0.97	0.98	0.98	0.82	0.97	0.97	0.98	0.98	0.99	0.96	0.96	0.98	0.98	0.94	0.86	0.98	0.95	0.97	0.96
chr19	45569051	45569287	chr19	45569051	45569286	0.96	0.97	0.96	0.96	0.98	0.97	0.97	0.95	0.66	0.06	0.69	0.98	0.97	0.98	0.97	0.94	0.98	0.98	0.98	0.97	0.97	0.75	0.93	0.95	0.95	0.66	0.75	0.97	0.94	0.98	0.95
chr19	45776969	45777234	chr19	45776969	45777233	0.97	0.9	0.96	0.97	0.96	0.8	0.97	0.94	0.95	0.97	0.56	0.97	0.97	0.93	0.95	0.86	0.97	0.97	0.96	0.97	0.97	0.97	0.97	0.97	0.97	0.98	0.98	0.98	0.97	0.97	0.95
chr19	45792168	45792444	chr19	45792168	45792443	0.99	0.99	0.98	0.99	0.93	0.11	0.98	0.99	0.99	0.99	0.99	0.96	0.99	0.99	0.99	0.79	0.99	0.99	0.99	0.99	0.98	0.98	0.99	0.98	0.99	0.99	0.99	0.98	0.99	0.98	0.98
chr19	45793801	45794386	chr19	45793801	45794385	0.93	0.94	0.92	0.94	0.95	0.22	0.92	0.94	0.92	0.93	0.94	0.95	0.94	0.95	0.92	0.69	0.94	0.94	0.94	0.94	0.96	0.93	0.95	0.94	0.95	0.95	0.91	0.94	0.94	0.94	0.93
chr19	46005909	46006102	chr19	46005909	46006101	0.83	0.84	0.91	0.84	0.91	0.8	0.87	0.78	0.79	0.89	0.87	0.79	0.89	0.96	0.89	0.69	0.94	0.96	0.82	0.96	0.75	0.92	0.91	0.84	0.19	0.96	0.95	0.86	0.93	0.92	0.84
chr19	46006155	46006295	chr19	46006155	46006294	0.82	0.86	0.9	0.84	0.88	0.9	0.8	0.65	0.79	0.82	0.84	0.82	0.87	0.86	0.72	0.58	0.93	0.95	0.85	0.94	0.78	0.87	0.76	0.8	0.2	0.92	0.92	0.78	0.89	0.88	0.68
chr19	46181808	46182044	chr19	46181808	46182043	0.94	0.95	0.97	0.94	0.94	0.92	0.3	0.78	0.92	0.93	0.96	0.94	0.89	0.95	0.91	0.67	0.97	0.97	0.95	0.96	0.97	0.9	0.89	0.94	0.96	0.97	0.96	0.94	0.92	0.84	0.85
chr19	46307985	46308453	chr19	46307985	46308452	0.95	0.96	0.97	0.98	0.99	0.97	0.96	0.91	0.96	0.97	0.97	0.95	0.1	0.98	0.94	0.81	0.95	0.97	0.98	0.99	0.96	0.98	0.98	0.98	0.91	0.99	0.99	0.88	0.97	0.95	0.94
chr19	46396749	46397031	chr19	46396749	46397030	0.75	0.87	0.93	0.89	0.77	0.8	0.93	0.86	0.91	0.9	0.92	0.92	0.93	0.91	0.92	0.7	0.81	0.87	0.2	0.54	0.59	0.86	0.9	0.93	0.89	0.91	0.9	0.86	0.91	0.91	0.9
chr19	46683675	46683995	chr19	46683675	46683994	0.92	0.92	0.94	0.96	0.95	0.82	0.89	0.86	0.94	0.93	0.95	0.78	0.94	0.93	0.91	0.62	0.92	0.92	0.95	0.94	0.94	0.74	0.92	0.94	0.92	0.94	0.96	0.94	0.86	0.74	0.16
chr19	46913523	46914053	chr19	46913523	46914052	0.89	0.88	0.74	0.96	0.95	0.9	0.91	0.92	0.93	0.88	0.94	0.87	0.96	0.77	0.93	0.58	0.82	0.85	0.9	0.92	0.83	0.92	0.89	0.87	0.94	0.86	0.28	0.93	0.92	0.87	0.83
chr19	47179635	47179986	chr19	47179635	47179985	0.9	0.89	0.9	0.19	0.94	0.96	0.94	0.91	0.93	0.93	0.94	0.95	0.96	0.94	0.93	0.79	0.87	0.9	0.95	0.97	0.92	0.82	0.88	0.93	0.93	0.95	0.89	0.93	0.93	0.94	0.94
chr19	47262539	47262759	chr19	47262539	47262758	0.77	0.89	0.9	0.89	0.93	0.9	0.94	0.81	0.91	0.89	0.9	0.91	0.93	0.88	0.88	0.51	0.87	0.79	0.28	0.49	0.77	0.65	0.57	0.83	0.81	0.91	0.84	0.91	0.86	0.88	0.9
chr19	47266432	47266803	chr19	47266432	47266802	0.95	0.93	0.95	0.96	0.96	0.96	0.95	0.92	0.94	0.89	0.92	0.95	0.94	0.95	0.91	0.78	0.92	0.92	0.94	0.92	0.92	0.79	0.25	0.75	0.52	0.76	0.96	0.87	0.93	0.95	0.96
chr19	47328398	47328584	chr19	47328398	47328583	0.67	0.85	0.95	0.93	0.95	0.96	0.96	0.9	0.96	0.95	0.99	0.97	0.96	0.95	0.94	0.69	0.92	0.91	0.24	0.61	0.75	0.84	0.91	0.95	0.82	0.97	0.97	0.96	0.95	0.95	0.94
chr19	47426903	47427051	chr19	47426903	47427050	0.61	0.97	0.95	0.9	0.96	0.9	0.97	0.94	0.99	0.98	0.98	0.96	0.98	0.94	0.98	0.73	0.97	0.87	0.96	0.92	0.96	0.82	0.26	0.85	0.84	0.91	0.92	0.93	0.96	0.92	0.89
chr19	47491675	47492048	chr19	47491675	47492047	0.75	0.8	0.74	0.78	0.82	0.87	0.92	0.84	0.79	0.87	0.87	0.88	0.89	0.82	0.9	0.75	0.91	0.89	0.91	0.92	0.91	0.74	0.75	0.84	0.87	0.84	0.38	0.86	0.76	0.87	0.88
chr19	47995546	47995743	chr19	47995546	47995742	0.98	0.98	0.97	0.89	0.26	0.99	0.97	0.97	0.96	0.97	0.97	0.99	0.99	0.92	0.99	0.98	0.99	0.99	0.99	0.99	0.99	0.98	0.98	0.97	0.99	0.99	0.9	0.99	0.96	0.99	0.98
chr19	48219989	48220176	chr19	48219989	48220175	0.28	0.81	0.99	0.99	0.99	0.99	0.99	0.98	0.97	0.97	0.97	0.93	1.0	0.99	0.94	0.87	0.98	0.99	1.0	0.99	0.99	0.96	0.95	0.94	0.98	0.97	0.84	0.97	0.98	0.94	0.99
chr19	48387849	48387977	chr19	48387849	48387976	0.93	0.93	0.96	0.95	0.95	0.21	0.96	0.93	0.9	0.93	0.91	0.96	0.92	0.93	0.95	0.73	0.93	0.96	0.93	0.95	0.94	0.91	0.96	0.95	0.93	0.95	0.95	0.92	0.94	0.93	0.84
chr19	48656841	48657373	chr19	48656841	48657372	0.5	0.39	0.89	0.93	0.91	0.87	0.86	0.83	0.87	0.9	0.91	0.91	0.95	0.94	0.93	0.79	0.93	0.91	0.87	0.78	0.91	0.76	0.78	0.89	0.9	0.93	0.86	0.89	0.82	0.83	0.63
chr19	48871887	48872074	chr19	48871887	48872073	0.89	0.92	0.94	0.96	0.96	0.95	0.97	0.94	0.97	0.86	0.94	0.86	0.94	0.94	0.9	0.6	0.93	0.93	0.95	0.96	0.94	0.76	0.9	0.88	0.79	0.94	0.97	0.95	0.93	0.67	0.3
chr19	49079121	49079235	chr19	49079121	49079234	0.8	0.85	0.9	0.95	0.95	0.86	0.95	0.78	0.94	0.87	0.83	0.9	0.94	0.37	0.94	0.64	0.89	0.93	0.89	0.88	0.89	0.86	0.91	0.93	0.93	0.95	0.83	0.93	0.91	0.83	0.96
chr19	49191482	49191709	chr19	49191482	49191708	0.97	0.98	0.97	0.98	0.98	0.98	0.97	0.93	0.95	0.96	0.94	0.96	0.91	0.98	0.97	0.71	0.97	0.97	0.97	0.98	0.96	0.8	0.89	0.95	0.97	0.99	0.98	0.93	0.9	0.86	0.21
chr19	49305764	49305999	chr19	49305764	49305998	0.94	0.95	0.97	0.97	0.97	0.94	0.96	0.95	0.93	0.94	0.95	0.95	0.95	0.97	0.94	0.78	0.95	0.96	0.95	0.92	0.95	0.82	0.87	0.8	0.28	0.96	0.94	0.9	0.9	0.69	0.87
chr19	50059918	50060293	chr19	50059918	50060292	0.99	0.99	0.95	0.98	0.98	0.99	0.98	0.09	0.93	0.95	0.98	1.0	0.99	1.0	1.0	0.95	0.94	1.0	0.99	0.98	0.99	0.97	0.77	0.99	0.98	1.0	0.98	0.89	0.95	0.94	0.77
chr19	50195539	50195619	chr19	50195539	50195618	0.79	0.85	0.88	0.57	0.29	0.88	0.91	0.86	0.9	0.94	0.92	0.84	0.74	0.87	0.92	0.7	0.95	0.93	0.93	0.93	0.95	0.9	0.76	0.92	0.92	0.95	0.95	0.72	0.84	0.89	0.9
chr19	50376108	50376389	chr19	50376108	50376388	0.98	0.99	0.99	0.99	0.99	1.0	1.0	0.99	0.97	0.98	0.99	1.0	1.0	1.0	0.99	0.15	1.0	1.0	1.0	1.0	0.99	0.99	0.99	0.99	1.0	1.0	0.93	1.0	0.99	0.99	0.98
chr19	50543146	50543757	chr19	50543146	50543756	0.81	0.91	0.91	0.9	0.89	0.9	0.89	0.54	0.8	0.73	0.22	0.84	0.92	0.94	0.93	0.79	0.91	0.93	0.92	0.93	0.92	0.89	0.92	0.93	0.93	0.94	0.91	0.93	0.91	0.89	0.9
